Square_Feet,Bedrooms,Age,Price
9043,6,33,1341920
9971,1,6,1485838
2407,1,36,289719
7424,4,13,1119043
9716,5,47,1413029
9237,6,9,1434504
4674,1,35,628335
9580,1,34,1368914
7765,3,16,1171297
9797,1,18,1435143
2490,3,18,375385
6096,1,38,837691
4498,1,43,582832
4275,5,32,638933
9612,5,7,1458644
5145,6,23,797619
2561,1,23,359666
4987,6,46,730461
4935,6,18,778281
3144,6,7,533302
1545,6,42,210273
8451,4,40,1247592
6949,4,24,1047333
3181,1,14,443926
3699,4,5,583574
7268,1,46,1002300
9630,5,22,1464384
7940,2,22,1160932
9133,3,10,1381668
3050,4,26,445140
4725,4,15,718310
1096,5,38,124780
6554,4,41,949929
2005,1,42,236329
9553,1,49,1355150
6968,2,1,1062929
7736,2,14,1160937
2051,2,36,259775
7352,1,31,1036455
1949,6,28,278798
6453,6,34,954135
8956,2,35,1290611
8542,2,39,1225580
3159,1,23,451821
8009,5,46,1178737
8393,4,44,1197748
7945,3,19,1180978
3221,6,18,522889
3425,6,15,557786
7604,1,1,1157909
6740,1,25,955744
1012,3,26,124348
715,3,35,50780
7799,2,15,1177703
3653,3,4,558945
7950,4,15,1207203
2206,4,42,292427
2067,6,38,309082
1628,4,45,205630
4010,4,39,543519
8367,4,1,1296291
2865,2,22,393046
6083,6,11,946783
5397,1,46,726178
6218,6,38,916067
6501,6,37,952905
5067,6,26,783543
9771,3,27,1443400
3241,1,13,463175
3520,3,7,528887
6756,2,8,1011058
728,2,46,22426
8862,5,23,1348896
794,5,26,101088
4784,2,44,651263
9117,2,27,1332403
7301,3,9,1105164
1418,2,46,134939
998,1,38,99746
3309,3,47,430772
5461,2,13,814966
9517,3,7,1450605
4279,3,11,636320
2618,4,10,416161
6891,5,33,1002411
645,3,39,50353
8442,6,3,1334455
5065,3,41,709746
692,6,29,125778
5687,4,37,832392
7137,2,45,990463
8743,3,16,1319449
2910,4,16,456248
2320,1,44,282331
3464,4,43,487824
3021,5,49,419513
3068,5,7,500892
6382,2,15,935286
2367,6,38,332196
7965,2,6,1216349
8102,6,18,1240652
3699,6,19,567823
6603,6,2,1044951
740,6,3,165866
3940,5,46,547390
5131,5,25,789178
8774,3,36,1281812
5577,5,49,774244
4268,2,28,603663
9642,5,38,1421962
8495,2,28,1218260
9302,1,32,1358948
6929,5,41,1014865
4105,2,36,554596
2673,6,39,390976
7068,4,36,1025182
3101,6,43,436357
3157,3,23,475535
6580,2,2,1022854
7825,6,10,1206056
2659,5,6,417162
4330,5,8,670171
8813,1,15,1305034
4868,4,45,695460
1817,2,29,231164
4993,6,28,743814
1730,4,22,250724
1633,1,34,166993
8107,3,20,1210526
1801,4,33,251650
2410,1,15,349769
8582,2,7,1293141
8607,3,24,1291202
8470,5,26,1279431
2416,1,10,338015
7496,5,15,1152361
3257,3,37,457063
6964,1,24,1008490
678,1,11,96570
9588,3,40,1403963
6862,2,21,1012046
9183,1,40,1324559
560,3,38,47836
9769,4,15,1465181
7181,5,15,1110534
3395,1,37,458257
1085,4,45,131570
6323,1,14,949672
1034,2,43,98169
3962,3,21,579496
4511,1,44,583649
3898,3,20,578726
2655,6,33,373980
6466,1,3,957324
7829,2,40,1133180
7457,2,23,1102266
9696,4,44,1417626
5825,2,47,781957
9018,3,23,1329731
5203,6,27,794458
3206,2,35,440384
501,1,25,18518
9725,2,32,1416605
8816,6,22,1320627
1604,3,8,264922
2361,1,38,280967
5769,4,18,862576
7443,4,28,1111607
8820,4,28,1307764
937,1,11,126754
5346,4,12,798088
3629,2,2,570747
9913,1,37,1412364
8581,1,4,1307139
1401,1,41,124896
5898,5,45,839031
7178,3,45,1007954
6029,5,47,850567
7104,5,34,1043183
4418,5,23,684080
1567,3,13,253368
526,5,7,110700
7437,4,32,1101762
7764,1,23,1136092
7618,1,49,1067292
1047,2,8,146283
9258,6,47,1356719
9395,4,47,1346697
5838,3,37,825736
3640,6,34,528998
8496,1,48,1201201
2090,5,29,310371
8276,2,37,1194476
5443,2,23,798602
9497,1,38,1339979
8298,4,29,1217081
4291,6,44,597637
1857,2,5,297869
8592,1,40,1221455
3725,4,11,576016
2960,1,14,417889
9237,1,49,1279097
3228,4,42,453481
7226,4,2,1113450
7981,4,35,1152324
6930,1,45,975834
3614,2,49,464287
1116,3,35,111338
4144,3,42,549071
6913,1,28,987671
1703,1,8,236501
3065,2,32,403194
3674,4,4,590757
3581,1,45,473330
3130,5,7,515299
3661,4,39,493542
4821,1,48,632879
9361,5,27,1413894
6769,6,37,1011059
7599,2,17,1142686
7876,5,10,1201295
4578,1,4,685955
6301,3,23,912559
4651,1,14,672394
9411,3,5,1413199
3100,2,2,476085
6675,2,46,930095
1166,4,24,161636
783,4,18,136839
6340,3,27,909529
4065,3,24,598682
5093,2,29,714301
1965,5,11,313750
8821,3,48,1276317
5234,3,18,794449
6757,5,48,970499
7866,4,4,1219469
4172,4,33,599118
7882,3,14,1182995
7087,4,44,1010218
1492,4,42,196896
7358,6,32,1119291
2621,4,4,425862
2723,2,20,387950
5022,1,21,705047
3688,3,3,580408
3737,3,25,554777
4636,2,4,691830
843,1,47,41285
5204,1,11,777527
5323,2,16,775413
5420,5,36,792425
3701,5,6,590645
5971,1,31,836248
1388,5,40,167986
7627,5,13,1158971
4220,5,23,647253
3383,1,4,509419
4712,5,37,686785
7461,3,42,1056170
2915,6,37,438391
9809,1,44,1402811
3501,2,33,473502
2238,5,42,297044
1864,4,29,254725
3208,1,37,434691
1424,2,19,194802
651,6,20,98359
9277,3,32,1344542
8544,2,44,1227106
1412,5,16,236154
2821,4,5,446383
995,5,49,85840
2648,2,46,333906
1056,1,12,138118
2052,4,45,260271
2620,4,21,407486
3585,2,14,522855
4004,6,37,571681
656,6,22,121118
9426,5,30,1404284
8005,2,23,1159295
7662,4,5,1164639
6023,2,29,860803
8043,4,30,1192826
8555,5,18,1305278
5154,1,46,690200
6750,1,1,1004802
7746,2,39,1085709
654,4,17,113017
8450,1,3,1257330
1496,4,42,178781
5126,5,7,787030
3405,2,27,461162
9869,4,28,1455234
653,2,44,45514
8353,4,31,1235082
6981,6,15,1079857
6099,6,48,889328
2216,4,8,343145
1286,5,6,248870
4868,2,28,708523
8596,3,4,1303282
4772,4,30,687564
4267,4,43,598615
9334,6,17,1410543
6494,1,34,909683
7716,6,6,1195536
9357,2,36,1352773
3926,6,35,579242
4283,3,39,584326
5927,5,39,841796
7511,3,16,1139602
8552,5,2,1333130
4201,3,8,638202
9761,6,15,1506726
2849,3,27,411956
7511,6,16,1165651
7555,6,1,1180460
1712,2,10,251879
7465,6,7,1172904
9844,1,48,1399287
7204,3,10,1077748
7933,4,12,1198805
3011,4,17,466166
643,4,45,41923
7867,1,12,1176335
3728,6,15,591757
5082,3,46,694519
6531,5,32,985615
4743,5,32,711920
3213,2,26,468247
4685,1,14,704734
7828,3,26,1170385
5133,6,5,806274
3692,4,38,518057
800,1,46,26313
1223,1,4,191502
6194,3,28,907703
3510,6,1,586262
6055,2,13,900758
567,6,43,55865
3006,2,3,449874
2037,2,49,227711
897,4,25,134280
6180,4,42,875723
9855,3,16,1471723
5325,6,21,797835
9247,2,13,1383629
6548,3,44,926843
4161,2,36,578820
3441,1,8,509019
7567,5,44,1092821
5591,5,19,840996
2101,2,47,242612
1980,3,16,314970
6730,4,12,1024932
9794,6,20,1482274
3776,2,18,547583
6947,2,12,1047747
5999,6,48,849461
6773,4,25,1008343
1799,2,11,273721
6318,1,22,898963
7201,4,46,1030104
5494,1,34,758096
7989,5,13,1213155
8769,6,46,1272457
3331,4,38,454117
3221,4,12,500174
2032,3,39,255479
8929,3,36,1289620
5753,6,28,864765
2496,4,27,361956
5811,5,39,837537
777,2,13,125679
3589,6,43,516275
1023,6,40,125774
4775,3,27,672973
5865,5,31,882065
3622,6,2,587575
8667,5,18,1307455
5690,6,26,842865
5075,3,42,714588
8227,2,31,1175903
2297,3,38,283232
2631,6,22,396610
7822,5,36,1156027
7000,1,19,1026073
1315,3,14,200791
9134,5,14,1391982
7166,3,29,1028467
642,6,17,127087
1910,5,37,265553
1034,2,9,163855
3864,5,1,635399
1532,4,4,278759
3842,1,7,562018
6585,6,11,1029290
5000,5,14,777097
1672,6,42,229701
9580,3,19,1437522
5017,3,40,720453
8507,5,3,1339569
2141,4,8,336822
971,5,29,124824
3440,2,37,460103
9238,4,43,1327761
5226,6,9,826298
8170,5,19,1250126
4223,6,12,662715
863,1,27,99096
3809,4,37,556390
1045,5,48,120222
3740,1,25,518993
7165,5,45,1021464
2436,2,38,319167
9654,3,48,1399977
1382,6,17,232132
4340,5,44,605749
7423,4,33,1083338
9562,5,39,1421204
5111,5,14,784670
9557,5,28,1447284
5704,5,18,884421
7788,4,33,1129963
3703,4,42,524301
2744,5,15,427625
518,3,11,91715
1141,5,36,144581
3583,6,15,566502
5700,6,48,836999
9021,4,30,1344142
1365,6,15,221322
1273,6,49,168612
5232,2,23,774985
4018,5,43,563332
7295,5,48,1036060
7484,5,15,1135274
3067,5,29,439930
2174,1,11,306750
1239,5,45,160733
2045,4,18,330099
9827,4,40,1452469
5627,1,31,773856
7447,5,9,1153921
7120,3,22,1039493
9565,5,11,1475298
5055,4,17,748900
6145,2,33,871975
9443,6,11,1435242
7624,2,39,1095403
9545,3,8,1459607
4232,5,4,677681
2783,1,36,369007
9169,5,19,1371544
7498,3,24,1099258
5913,3,41,841324
1769,6,49,228191
8368,3,18,1242675
3103,2,33,406121
6461,6,46,948914
9069,5,36,1324311
8057,5,10,1223705
2180,1,14,322081
8933,3,7,1336182
9611,3,12,1436871
6182,4,22,927533
8584,6,27,1276311
5867,4,48,816581
569,6,37,61830
4424,2,11,653791
6700,6,36,975122
2507,5,13,383829
9492,1,32,1355454
8619,6,8,1328019
3279,6,7,519022
5420,6,43,774317
1255,1,43,92409
6995,3,17,1027379
6435,1,22,930712
2830,3,46,361113
6205,5,34,895667
8801,1,20,1289547
1516,3,8,247525
7847,5,22,1169376
8716,5,27,1317747
5438,3,34,772049
3338,3,21,503428
1237,2,15,186342
6700,5,5,1032902
8871,3,38,1278683
731,5,17,142262
2417,1,8,374015
9034,4,19,1372258
6418,4,5,1006887
3123,6,23,466367
9146,3,19,1372311
6901,3,14,1031356
7572,5,10,1158420
2776,6,31,406222
7893,3,13,1205660
9287,5,22,1387404
4374,3,37,616791
5030,5,39,730454
7664,3,10,1144798
4997,2,31,713596
8433,5,43,1231336
2635,2,35,336521
7227,2,13,1079576
2065,2,30,275007
808,2,34,62060
9034,1,36,1299745
9127,6,35,1363239
8868,4,47,1271962
638,1,4,78668
693,3,4,111750
3757,3,47,503779
3735,6,6,619299
1442,4,28,210017
5120,4,30,749767
6220,4,27,906470
6853,2,5,1022769
5457,1,44,756553
9645,3,39,1400389
9994,1,35,1423400
3881,1,39,517943
6339,1,44,863921
3380,4,15,500998
5387,6,19,815230
1045,6,30,149502
2427,4,38,338563
4652,3,32,681989
504,3,40,23479
6033,3,29,881312
5878,6,6,924016
6733,6,26,1025594
3163,1,27,421349
9965,4,35,1469275
3826,2,28,523278
4159,1,5,606427
1631,5,41,214340
5263,6,48,767453
7237,1,16,1059191
5592,4,41,780459
6522,5,18,984147
3659,1,13,534602
6659,4,43,949290
7818,4,25,1152784
8945,6,10,1369222
5807,2,29,832003
9020,1,10,1343464
3544,4,6,562361
6136,3,16,916732
3392,4,25,495406
5788,2,44,809198
6312,4,4,996785
1154,6,37,152637
5981,1,34,828177
1259,6,19,193386
7282,1,33,1018825
2298,5,4,375876
5659,1,44,768591
8946,5,34,1308787
5762,6,12,904406
4323,3,31,611297
2376,2,16,335652
6654,3,2,1008577
8287,5,49,1192805
5016,4,2,788008
4234,4,36,599195
9936,3,6,1494504
6472,4,23,978710
7139,5,39,1043543
5856,6,47,853803
6880,2,44,956726
1508,1,37,149098
4814,5,46,678072
3008,5,16,461882
5258,1,43,697042
3182,1,44,382662
7811,2,19,1148233
1489,2,49,159754
8946,2,24,1305004
5211,4,27,773698
6979,5,7,1080478
7464,6,30,1111529
8575,1,41,1220924
4952,5,14,758068
8947,5,44,1305740
1507,2,15,226270
6996,2,12,1036104
8188,5,29,1204714
4408,2,23,640034
3303,4,13,508192
4879,1,9,734742
598,5,24,99687
8888,1,39,1283583
1377,4,30,181390
2368,2,1,388344
3165,3,10,489521
1888,4,38,255933
2915,3,47,372730
9261,1,15,1369169
3137,5,9,499495
7742,2,13,1146941
9757,4,23,1452782
9113,2,33,1312265
3383,3,9,524065
1704,3,3,282855
1044,6,30,167309
1723,5,9,305722
3672,3,25,533155
9459,5,47,1380213
6950,6,24,1044568
7020,4,32,1015822
1154,6,7,219993
7321,5,36,1068647
2946,3,25,433701
6392,1,20,923051
8912,5,17,1355370
4166,2,36,572844
4777,1,26,660229
4902,5,19,766680
3069,2,37,407555
6015,6,48,862522
9705,1,3,1441162
4485,5,43,618999
8667,4,28,1266289
7948,6,22,1200814
4810,2,47,650777
3519,4,19,518685
4181,3,46,574178
4696,6,16,727203
1072,6,6,201595
5253,5,37,759603
7582,5,31,1143253
4502,2,49,597974
6129,6,48,883876
8917,5,34,1339470
4700,3,31,685614
2497,5,11,401518
9463,6,36,1405435
7922,1,6,1183491
5024,4,27,751508
9125,6,7,1423822
3907,3,49,510143
7231,6,32,1068815
8295,3,8,1258805
9557,6,33,1433575
3293,4,47,432524
7834,4,44,1141436
3411,3,15,517548
8452,6,27,1279236
2915,4,30,420071
750,2,22,73404
5451,6,47,799351
8598,4,29,1279794
5789,1,41,780859
8602,1,48,1188826
7757,2,30,1142227
6065,4,2,961685
6937,1,15,1010660
9610,6,47,1421608
1673,5,27,228464
9124,4,7,1392395
1335,2,27,173862
2762,4,21,396467
9589,3,13,1439756
5067,3,17,765253
4315,1,11,644498
746,3,10,111204
2929,2,33,378158
9682,1,14,1442755
9618,2,37,1377533
5787,6,8,923947
3107,2,33,439551
9766,3,7,1471329
6430,6,34,941407
4522,3,7,685978
5284,2,7,781825
7117,3,41,996564
3651,3,36,492418
6080,3,7,946226
7554,4,20,1115121
8206,6,18,1270774
8119,6,45,1176712
5073,6,43,717534
3991,2,41,521592
1206,5,14,216945
7497,2,40,1080361
5733,6,14,879320
9445,1,21,1378422
6255,3,49,858619
7460,3,27,1083467
9279,5,46,1356785
1834,1,26,232965
6088,4,27,890751
2347,2,24,335467
7351,4,5,1120547
7711,1,42,1065119
8365,5,38,1236411
3817,1,28,538947
7311,5,42,1082469
664,4,43,55427
7560,4,32,1099782
3557,1,24,505948
4928,1,6,742888
902,3,10,150944
9105,5,46,1319753
8736,3,3,1349713
6849,2,7,1033383
4657,2,29,644457
1367,1,34,163549
8710,4,7,1339268
864,2,17,110883
7967,2,13,1176735
7071,3,21,1036923
1079,3,31,123328
8174,2,9,1238544
9237,1,45,1296918
6968,3,47,971217
4650,2,13,702179
3539,4,17,525123
4637,3,8,714120
952,2,9,157910
7037,5,9,1107258
1881,3,40,244702
8654,5,48,1258530
1967,3,30,273625
3238,3,7,515335
8072,6,17,1249738
9908,6,39,1474558
7247,5,38,1049819
1380,1,5,195259
3649,2,17,547633
8776,1,40,1256129
8392,1,1,1254992
4644,6,16,739566
1668,2,17,233485
3629,6,30,546637
4145,6,31,631097
3026,6,35,432886
4016,4,45,534466
3867,1,8,584804
7838,1,48,1088622
4055,1,30,574925
5611,4,39,819014
7252,3,21,1085228
945,5,15,161455
6864,5,34,1015704
4126,4,27,614932
4516,1,2,698789
4375,5,10,677170
5997,4,5,946159
6738,6,27,1011123
761,2,4,143476
5492,5,47,792490
4525,2,13,677849
8783,1,17,1310557
4722,5,21,729306
4675,4,23,700060
9674,3,33,1417814
3943,5,15,623808
5511,5,14,860683
1193,5,9,198338
8847,5,44,1295145
2312,4,37,303226
6224,4,30,901217
1907,3,29,251972
8532,4,23,1279311
9908,4,34,1477424
1910,1,7,287894
3997,1,9,599693
4872,2,4,725239
7894,3,2,1218063
1051,1,27,103669
9868,3,33,1446670
4832,3,32,697991
1497,5,44,192899
4576,6,45,644791
6599,6,46,967508
6055,6,37,882619
4552,3,27,677110
5803,5,28,853572
8618,2,3,1298628
6602,2,36,953104
5990,6,49,878818
9064,2,43,1310631
6116,5,8,970494
2748,6,44,388791
1348,5,41,164091
6854,2,37,961821
9195,6,49,1339791
8570,5,45,1251652
9394,4,38,1360223
4125,4,22,600562
814,5,14,160212
2876,5,15,452240
9732,1,46,1359008
4878,1,4,731942
8949,3,18,1335437
1074,6,1,201071
6085,3,12,928545
5992,3,41,860681
9449,2,42,1334333
3310,4,17,512441
8634,2,19,1268602
9796,6,36,1465977
6170,5,48,869854
8215,1,7,1210377
7067,6,9,1102073
3959,5,8,636700
6617,6,25,1006410
4492,5,7,723128
8337,1,42,1163202
703,5,8,150429
3275,3,24,474021
2492,6,17,414477
2743,1,12,417448
8998,5,46,1300581
2187,3,31,293381
4609,3,12,688069
2360,4,2,404116
5676,3,12,845972
1222,2,27,139196
9471,1,46,1351727
9220,1,7,1378798
5393,1,13,778739
843,5,36,94140
5898,6,1,962036
8900,5,49,1286831
5236,2,35,741473
3906,6,30,576164
1419,3,31,176899
6319,5,17,955478
2544,6,8,407742
918,3,3,156543
2249,6,10,386586
7878,3,34,1144823
1599,6,22,261857
3892,5,4,620625
3272,5,32,466942
7284,2,29,1063098
2045,4,46,267976
1570,1,11,231024
7022,5,46,1006598
2350,5,13,368635
5553,3,4,842330
3439,4,2,558439
7694,5,34,1148566
6351,6,43,943438
7173,4,22,1076870
1178,1,5,162343
1488,6,9,261929
2002,3,20,276910
2289,2,21,319872
5781,6,17,893923
5527,1,12,806854
1925,6,28,280566
7154,4,18,1084573
2940,4,3,466932
7356,1,5,1100894
7867,4,14,1195759
9970,6,48,1469689
3094,2,26,443005
5189,6,19,786837
2936,2,41,375604
6017,4,17,894538
9719,6,39,1447214
6810,4,42,995903
4039,2,4,618898
3983,4,42,540543
7871,5,35,1178022
2741,3,24,391097
6878,6,41,1020435
3265,5,13,522946
9865,4,33,1456477
5411,4,15,826534
903,3,15,150057
3882,4,31,547975
4663,3,43,633025
8130,6,28,1238574
587,2,10,93806
9850,3,7,1484164
6316,3,33,906514
5970,5,7,933024
6776,4,5,1037559
6239,6,26,937149
4773,2,16,711982
7023,1,8,1027905
5503,3,22,825730
8538,1,34,1207438
7106,4,40,1038166
2564,3,28,355375
5815,1,46,805639
817,5,36,96268
2002,1,47,202476
6630,5,7,1019612
7919,2,40,1129953
2542,4,43,354109
5098,6,28,775733
618,1,2,98684
1209,3,9,205092
4057,4,6,654528
3750,1,1,555008
8561,3,3,1327360
9109,3,10,1362566
3103,6,37,455719
1601,6,44,192410
4921,3,23,708983
8357,6,33,1237077
8677,3,9,1299494
6582,1,13,973818
7158,2,28,1040959
2761,6,7,470010
8521,5,26,1287709
1008,5,16,182302
2879,5,40,389519
9379,2,26,1390397
5252,3,39,745179
9984,3,32,1467312
5995,4,36,866441
3709,5,42,515609
7898,5,1,1250658
7243,3,49,1023966
6148,5,21,946131
5671,3,13,843744
8390,3,26,1228124
824,6,45,97472
4057,3,9,633341
4087,1,37,533702
651,1,23,77166
1454,1,1,232072
4854,1,2,722195
7660,2,43,1066357
9883,4,28,1458546
1187,4,36,134145
9001,3,31,1308830
3627,5,41,520292
7263,1,5,1095783
3895,4,37,543419
9505,4,25,1420289
1345,1,8,215587
1664,2,34,203322
6404,2,39,901516
5860,4,49,839105
854,2,32,67873
2372,6,11,403745
2524,1,47,295645
3317,4,25,469607
4332,1,3,650861
8757,2,45,1236688
3081,1,32,423892
9822,2,35,1428160
2986,2,32,399803
9526,1,34,1379942
8918,2,37,1302912
2943,6,5,489674
9419,3,45,1334728
1536,1,28,203457
9184,3,28,1341402
7935,1,8,1192788
2048,2,27,276803
9835,2,16,1458287
5565,4,18,830440
6996,6,25,1049723
6683,4,48,929764
4457,3,1,710696
3907,2,8,584406
1139,4,21,160119
672,2,34,38140
6166,1,24,900120
4854,4,37,674492
4459,3,26,632321
9208,4,47,1315337
9214,2,14,1368097
3386,5,29,499334
2664,5,30,399878
4445,6,3,711147
5735,2,7,877780
8246,1,36,1159694
3090,4,11,485294
8254,5,32,1220649
5434,1,12,787463
4576,2,15,664479
5685,1,38,778782
1593,2,24,192455
4380,6,1,704448
7059,4,18,1056090
3285,1,46,421489
6565,4,7,1023727
7039,1,42,982027
2074,2,41,248531
6176,2,2,924519
8560,1,40,1194177
4490,6,31,685814
5710,2,33,800726
5345,3,30,776624
9785,3,31,1446735
1689,4,34,232493
3189,3,7,486581
4595,3,25,663266
2375,6,16,378384
8268,6,22,1250282
3906,5,36,551675
4432,5,27,656975
8740,6,17,1331133
5908,5,4,930627
4361,6,35,638987
7906,5,41,1144446
3333,2,22,480942
5785,6,47,824498
8145,4,35,1197246
9523,4,44,1362003
5277,6,15,826791
3235,3,40,417719
8773,4,44,1249424
8778,3,21,1315809
6868,4,13,1047061
1321,1,47,127255
8025,1,11,1211509
662,6,49,75155
8277,4,27,1241611
2432,2,31,332872
4035,3,44,533214
6456,4,32,959996
3946,6,30,578372
3290,3,18,487857
3207,5,16,502095
8459,6,35,1245414
4433,4,9,668286
3885,2,39,519931
7136,5,37,1060835
1422,6,10,261906
8589,4,12,1285562
1064,1,8,136368
3758,4,3,607437
3000,1,19,429634
5066,1,11,737489
9679,6,8,1502644
7381,4,26,1111594
4136,4,45,569094
6530,1,23,930585
723,3,10,116661
6797,5,18,1036219
850,2,12,123103
7814,4,39,1137255
2428,5,26,379656
8243,5,11,1248961
9040,3,10,1364456
5232,5,3,831954
1517,4,7,262315
2726,6,4,459614
7706,6,40,1149353
7670,5,8,1197952
6707,4,38,977563
2919,4,13,463385
6740,1,12,1005287
2393,3,35,307482
5822,2,38,810191
8218,1,43,1170201
7378,2,36,1036196
1625,4,47,184904
3617,6,2,589696
4661,1,15,664600
4542,5,49,650703
4933,5,34,720066
9138,2,39,1319989
3158,4,26,464809
3983,6,48,580521
3444,2,5,531015
7710,6,48,1118303
8153,3,25,1193131
9287,6,34,1397766
2486,5,47,313610
1574,1,4,246495
4805,1,34,656250
3507,1,27,496259
1469,6,42,211508
9272,5,29,1364184
3324,6,5,547140
1711,4,18,245046
729,5,4,132741
4784,5,1,762252
3685,6,20,573051
1001,6,6,187866
548,1,20,47768
4066,5,20,608569
3555,1,46,435521
9380,4,27,1388228
886,3,26,105156
1469,1,32,171535
9697,6,10,1497936
6320,2,18,936152
3552,3,41,483067
7897,4,12,1193329
2802,6,10,454734
2783,3,24,408450
4866,6,24,749873
622,1,38,45161
7299,6,46,1049288
9972,4,25,1478529
4227,2,8,647516
8950,1,14,1330907
9639,1,43,1379412
5458,4,31,799258
1024,4,24,151330
9579,3,16,1441911
8899,2,20,1316679
648,6,38,96301
8501,3,47,1228304
937,6,15,163205
4249,6,14,670315
8686,6,12,1335216
4953,3,34,693309
5836,1,8,863572
5051,4,19,743192
3323,1,46,411979
6228,2,5,932254
9177,3,27,1372232
8891,2,41,1259919
2482,4,13,377390
7496,4,32,1081508
2811,5,31,410790
7725,2,41,1077974
1104,1,46,76476
8675,2,37,1242347
6285,3,2,957506
5097,4,7,773409
8259,4,48,1187727
8032,2,11,1197428
9240,2,11,1376581
1338,6,23,203000
4315,2,31,587662
1347,6,44,189465
5209,3,45,728651
5007,3,8,758855
7075,1,32,990588
5273,2,48,700754
4968,1,21,722509
5692,5,31,841997
3820,3,1,593392
5198,4,13,784148
4811,6,11,759679
4173,5,29,625047
2064,4,4,357785
2340,5,36,325395
6558,1,15,966693
7631,1,3,1148179
1226,6,29,183158
9936,3,21,1485409
7197,6,2,1122853
9757,4,6,1476200
782,5,31,97477
1581,6,24,242897
4385,2,40,609532
3381,2,17,496331
3470,3,5,542323
9844,6,2,1526782
7485,4,12,1158526
1447,2,5,220326
5260,3,42,724771
566,6,41,54863
9328,3,20,1394128
9005,4,8,1369599
1064,2,1,183682
9517,2,6,1419037
4170,2,11,630105
9717,1,3,1451588
2751,2,31,353040
1304,5,28,206398
5131,1,47,669088
1735,6,43,249401
7220,1,5,1099135
7406,1,26,1055067
6516,1,16,948572
4049,3,31,589583
8438,5,28,1275951
4641,4,7,719107
7466,2,38,1074260
5835,1,9,848024
5577,4,39,801964
6111,3,35,877372
8589,4,43,1246755
3392,1,27,481498
6077,6,12,954806
4118,5,25,619044
2059,4,43,277838
7183,1,29,1043657
2007,1,31,237955
2563,2,34,355918
4142,6,33,620451
2500,2,27,343723
1794,6,2,343378
4565,5,14,697923
8514,2,13,1264230
2103,5,24,324402
1822,3,5,284237
6456,3,34,949896
2941,6,23,455684
1598,6,19,265494
5573,2,30,800935
9818,3,49,1404091
8988,4,43,1309728
4287,4,16,637920
2596,4,40,350918
2708,3,34,385210
6488,4,49,917193
675,5,11,138970
7669,1,14,1136512
6514,6,48,931006
2167,2,47,248631
9367,5,15,1436339
2323,4,35,314655
5647,1,7,834458
1856,2,29,247932
3572,5,44,480993
3759,2,22,525070
6699,6,23,1018207
1046,3,24,158199
5731,4,35,829199
8465,5,10,1297224
2583,5,8,401591
2540,1,48,291650
5034,1,48,669794
2252,1,12,320663
2349,2,29,297040
3142,4,29,454620
2100,2,23,271427
4902,4,26,728719
4299,5,37,636833
1118,2,32,126065
1632,2,38,172711
5991,2,6,907111
6295,3,8,938899
8133,6,17,1252419
1987,4,12,321876
8348,4,22,1243703
5509,2,14,820312
2613,3,34,368072
1544,2,19,211277
2931,4,6,467292
8479,6,18,1278563
2082,6,36,288895
1808,5,37,240979
5417,3,38,758714
9293,6,15,1405496
2120,3,38,287374
8003,2,40,1146878
5266,5,9,838874
5862,4,6,919007
5692,6,2,915188
7122,6,16,1112442
6593,1,1,1002455
7204,4,30,1053773
600,6,48,63580
7157,6,33,1076201
6375,4,1,997568
4771,5,39,682277
737,3,16,94628
7726,4,17,1180991
8532,3,48,1202166
5718,5,48,806144
4525,5,38,672623
6573,2,18,967697
3042,1,22,429771
2037,5,22,300779
1254,5,35,164404
7896,3,31,1156735
8323,5,40,1200540
6007,4,27,899418
4735,2,36,649194
1040,2,4,179752
6010,4,49,856416
8961,6,5,1394967
8426,5,25,1248998
5631,1,31,773783
9197,5,14,1410220
1629,2,30,220324
3645,1,47,443859
9053,6,12,1402705
4220,3,27,613802
4567,3,45,608156
4695,5,24,722954
9744,5,30,1441258
7781,1,18,1137490
3009,1,14,421811
5516,6,19,852333
7033,5,22,1049445
5227,2,26,764341
1181,3,7,186247
4432,6,28,670332
6060,1,38,854110
4516,2,5,692117
7839,5,36,1172393
1219,4,18,184181
574,1,14,79731
9985,6,48,1481690
4657,4,23,693949
9011,2,14,1349164
2649,3,32,345846
7213,2,5,1102935
4707,3,22,691996
7641,2,28,1129311
9152,1,43,1298234
9578,1,12,1440878
4436,6,18,702710
9807,4,36,1429921
1575,2,31,187640
4376,2,13,641546
5115,4,20,771357
7765,5,45,1120229
6879,6,36,1011033
9618,2,7,1447696
5152,6,23,795024
7292,2,34,1036109
9747,2,32,1414223
7956,5,21,1192272
5174,1,6,793900
1041,6,16,196096
2661,4,35,376574
2751,6,47,381357
9744,5,20,1456288
5069,3,42,699204
3244,3,41,452154
6541,5,11,992831
5175,5,32,763863
2060,1,14,290879
1664,6,24,247678
5919,6,44,871206
3222,3,39,443241
970,4,43,80916
1968,6,31,292692
8425,2,17,1255175
1308,2,25,179875
8863,1,9,1309957
7219,1,22,1042423
5573,3,45,784648
8512,4,48,1219118
2145,4,35,310469
8749,5,37,1272694
1629,1,17,231342
1853,6,28,271943
1267,2,1,227152
4395,6,9,700256
9374,2,49,1317148
3954,3,13,599049
7829,2,47,1090418
2290,6,32,337409
1385,6,28,223085
8234,4,31,1227284
4406,4,8,666694
4992,1,8,750441
2573,6,34,360670
812,3,23,92626
6769,2,10,1024130
